id,name,age,salary,department,joining_date,employee_status
60,Jack,23,50000.0,Finance,2021-05-19,0
61,David,25,60000.0,Engineering,2021-08-08,1
62,Frank,37,50000.0,HR,2021-04-20,1
63,Bob,60,70000.0,Marketing,2019-01-10,0
64,Jack,25,80000.0,Marketing,2017-07-10,1
65,Bob,37,80000.0,Marketing,2015-06-20,1
66,Jack,25,50000.0,Finance,2015-07-22,0
67,David,37,80000.0,HR,2021-12-08,1
68,Hannah,37,60000.0,Sales,2019-07-23,0
69,Grace,60,60000.0,Engineering,2015-10-07,1
70,Ian,23,80000.0,Sales,2016-02-08,1
71,Hannah,60,80000.0,Finance,2017-10-28,1
72,Eve,60,70000.0,HR,2017-03-08,0
73,Bob,23,80000.0,Sales,2018-11-06,1
74,Eve,37,80000.0,Sales,2020-08-27,0
75,Hannah,23,80000.0,Sales,2020-02-12,0
76,Jack,37,80000.0,Engineering,2018-02-19,0
77,Ian,23,80000.0,HR,2018-02-23,1
78,Ian,40,50000.0,Marketing,2020-03-17,1
79,Alice,25,60000.0,HR,2019-10-30,1
80,Ian,60,80000.0,Sales,2016-08-17,1
81,Grace,37,80000.0,HR,2018-11-21,0
82,Ian,32,60000.0,Marketing,,0
83,Hannah,23,500000.0,Engineering,2021-10-15,1
84,Alice,23,500000.0,HR,2021-02-13,0
85,Hannah,45,70000.0,HR,2018-03-23,0
86,Hannah,32,80000.0,Engineering,2015-05-04,1
87,Charlie,32,50000.0,Engineering,2020-04-12,1
88,Alice,60,80000.0,Sales,2016-08-29,0
89,Hannah,40,80000.0,Sales,2015-05-02,1
90,Charlie,25,80000.0,Engineering,2022-12-31,1
91,Charlie,40,70000.0,Marketing,2017-12-30,0
92,Alice,25,80000.0,Sales,2017-06-23,0
93,Eve,37,70000.0,Marketing,2020-11-21,0
94,Jack,60,60000.0,Engineering,2022-06-06,1
95,Grace,40,80000.0,HR,2016-11-03,0
96,Jack,45,50000.0,Engineering,2018-03-30,0
97,Ian,25,70000.0,Engineering,2017-06-07,1
98,Grace,40,50000.0,Finance,2019-09-12,1
99,Ian,60,1000000.0,Engineering,2019-08-31,0
100,Hannah,45,60000.0,Sales,2017-12-13,0
101,Bob,60,80000.0,HR,2021-11-04,1
102,Alice,32,70000.0,Marketing,2022-08-30,1
103,Grace,23,80000.0,Finance,2020-03-04,0
104,Grace,37,1000000.0,Sales,2016-07-14,0
105,Hannah,60,70000.0,HR,2020-03-10,1
106,Eve,37,500000.0,Marketing,2022-05-17,0
107,Charlie,60,80000.0,HR,2022-10-19,1
108,Hannah,32,80000.0,Sales,2018-03-02,0
109,Frank,60,80000.0,HR,2017-09-05,0
110,Charlie,60,80000.0,Engineering,2015-05-26,0
111,Alice,40,60000.0,HR,2018-02-28,1
112,Charlie,23,1000000.0,Engineering,2022-01-05,1
113,Eve,32,1000000.0,Sales,2017-12-24,0
114,Charlie,45,50000.0,Finance,2020-01-01,1
115,Alice,23,70000.0,Engineering,2017-04-15,1
116,Eve,25,60000.0,HR,2015-11-24,0
117,Jack,40,50000.0,HR,2021-10-11,0
118,Grace,23,1000000.0,HR,2022-10-15,1
119,Grace,25,60000.0,Sales,2021-07-09,0
120,Ian,32,500000.0,Marketing,2018-08-14,0
121,Jack,60,80000.0,HR,2016-09-17,1
122,Jack,37,80000.0,HR,2021-09-10,0
123,Charlie,23,80000.0,Engineering,2016-06-17,1
124,Grace,23,70000.0,Finance,2015-02-26,1
125,Alice,25,70000.0,HR,2016-11-24,0
126,David,25,70000.0,Sales,2021-11-08,0
127,David,37,60000.0,Marketing,2022-11-12,1
128,Eve,25,60000.0,Marketing,2015-04-28,1
129,Grace,25,70000.0,Marketing,2019-06-08,1
130,Grace,23,80000.0,Sales,2022-02-16,0
131,David,37,50000.0,Marketing,2016-07-18,1
132,Grace,37,500000.0,Marketing,2016-05-10,0
133,Charlie,60,60000.0,Engineering,2020-02-29,1
134,Frank,23,70000.0,Marketing,2017-03-11,1
135,Bob,60,80000.0,Engineering,2019-03-16,0
136,Jack,32,60000.0,Engineering,2016-10-02,1
137,Ian,32,80000.0,Engineering,2015-06-12,0
138,Eve,23,60000.0,Sales,2015-09-08,0
139,Frank,25,50000.0,HR,2016-10-05,0
140,David,40,50000.0,Finance,2015-11-25,1
141,Jack,32,60000.0,Marketing,2020-12-05,0
142,Grace,32,50000.0,Finance,2016-01-04,0
143,Ian,23,60000.0,HR,2022-08-27,0
144,Grace,60,60000.0,Engineering,2018-02-12,0
145,Alice,23,80000.0,Engineering,2015-07-14,1
146,Alice,40,80000.0,Engineering,2022-04-07,0
147,Ian,40,500000.0,Engineering,2016-12-24,1
148,Ian,37,50000.0,Marketing,2019-07-21,1
149,David,23,60000.0,HR,2015-05-18,0
150,Ian,32,50000.0,HR,2019-08-11,1
151,Charlie,60,60000.0,HR,2018-08-12,1
152,Grace,60,500000.0,Finance,2015-06-05,0
153,Frank,45,1000000.0,Engineering,2017-11-24,0
154,Hannah,45,60000.0,Sales,2016-06-02,1
155,Ian,25,60000.0,HR,2015-07-01,1
156,Eve,32,80000.0,Finance,2020-07-09,0
157,Alice,45,50000.0,Marketing,2015-06-19,1
158,Charlie,60,80000.0,Engineering,2021-12-19,1
159,Jack,32,80000.0,Finance,2018-08-10,1
160,Hannah,23,1000000.0,Sales,2019-10-13,0
161,Frank,32,1000000.0,Sales,2018-10-19,0
162,Hannah,45,80000.0,Marketing,2022-07-23,0
163,Ian,60,80000.0,HR,2018-09-22,0
164,David,32,80000.0,HR,2020-08-11,0
165,Alice,40,50000.0,Finance,2016-02-27,0
166,Alice,25,50000.0,Finance,2022-09-30,0
167,Jack,37,60000.0,HR,2022-09-01,1
168,David,60,50000.0,HR,2021-11-26,0
169,Grace,45,500000.0,Finance,2015-05-26,0
170,Bob,23,80000.0,Engineering,2021-07-01,0
171,Charlie,37,70000.0,Sales,2016-08-10,1
172,Alice,25,1000000.0,Sales,2015-08-18,1
173,Eve,60,50000.0,Marketing,2020-04-25,1
174,Alice,60,1000000.0,Sales,2020-02-13,0
175,Hannah,40,1000000.0,Finance,2018-07-16,1
176,Alice,40,70000.0,Engineering,2016-08-07,0
177,Alice,40,1000000.0,Finance,2022-04-19,0
178,Bob,40,500000.0,HR,2022-08-15,1
179,Bob,45,80000.0,HR,2022-09-30,1
180,Frank,60,60000.0,Sales,2018-05-26,0
181,Grace,45,80000.0,Engineering,2017-08-10,0
182,Eve,32,60000.0,Marketing,2018-10-16,1
183,Alice,23,80000.0,Finance,2022-06-21,0
184,Alice,32,80000.0,Marketing,2018-10-20,1
185,Charlie,23,1000000.0,Marketing,2015-04-16,1
186,Bob,25,70000.0,Marketing,2019-07-15,0
187,Eve,32,50000.0,Marketing,2019-12-27,0
188,Jack,25,80000.0,Finance,2015-10-12,1
189,Frank,25,60000.0,HR,2016-08-18,0
190,Grace,25,80000.0,Finance,2022-11-23,1
191,David,40,1000000.0,HR,2016-06-09,1
192,Grace,37,80000.0,HR,2017-05-26,0
193,Hannah,37,70000.0,Finance,2021-02-05,1
194,Alice,45,80000.0,Finance,2017-11-28,0
195,Frank,25,80000.0,Finance,2022-11-26,0
196,Hannah,40,60000.0,HR,2022-01-03,1
197,Eve,32,70000.0,Finance,2018-04-21,1
198,David,32,1000000.0,Engineering,2016-07-05,1
199,Bob,45,50000.0,Sales,2019-08-16,1
200,Frank,45,1000000.0,Sales,2017-02-02,0
201,Frank,25,60000.0,Engineering,2022-08-20,1
202,Alice,25,1000000.0,Sales,2017-10-13,0
203,Ian,32,80000.0,HR,2021-11-25,1
204,Frank,32,70000.0,Finance,2016-04-10,0
205,Charlie,32,80000.0,Finance,2020-05-07,1
206,David,32,50000.0,Finance,2018-08-28,1
207,David,37,50000.0,Engineering,2015-10-29,1
208,Charlie,25,500000.0,Engineering,2016-11-26,1
209,Jack,25,80000.0,HR,2022-07-28,1
210,Charlie,32,80000.0,Engineering,2016-04-03,0
211,Charlie,40,80000.0,Finance,2020-04-30,1
212,David,32,70000.0,HR,2020-11-07,1
213,Grace,23,80000.0,HR,2020-12-03,1
214,David,60,70000.0,Finance,2022-06-15,1
215,Ian,60,500000.0,Marketing,2021-09-13,0
216,Alice,45,500000.0,Finance,2019-03-04,1
217,Hannah,23,500000.0,HR,2019-08-11,1
218,Grace,40,80000.0,Marketing,2019-12-12,1
219,Bob,45,500000.0,Finance,2015-04-20,1
220,Hannah,60,80000.0,Finance,2021-02-25,0
221,Alice,40,50000.0,Marketing,2017-03-02,1
222,Ian,45,70000.0,Marketing,2022-03-24,1
223,Ian,32,1000000.0,Sales,2017-09-13,0
224,Bob,32,70000.0,Marketing,2022-09-11,0
225,Grace,40,50000.0,Engineering,2018-05-28,1
226,Jack,45,1000000.0,Marketing,2015-03-14,0
227,Charlie,37,80000.0,HR,2017-05-27,0
228,Grace,40,80000.0,Marketing,2022-07-27,1
229,Jack,40,60000.0,Finance,2021-10-18,0
230,Ian,23,80000.0,Engineering,2019-08-23,1
231,David,25,500000.0,Marketing,2016-08-14,1
232,Alice,40,1000000.0,Engineering,2015-04-25,0
233,Bob,37,80000.0,Sales,2015-01-25,0
234,Alice,32,70000.0,Engineering,2021-02-02,1
235,Eve,45,70000.0,Finance,2018-07-26,1
236,Eve,25,80000.0,Sales,2021-05-29,0
238,Ian,32,1000000.0,Engineering,2017-10-23,0
239,Ian,40,80000.0,Sales,2015-11-11,0
240,Charlie,23,80000.0,Marketing,2018-12-01,0
241,Charlie,37,50000.0,Marketing,2019-04-18,1
242,Charlie,25,1000000.0,Engineering,2022-07-04,0
243,David,37,60000.0,Engineering,2022-02-11,1
244,Hannah,60,60000.0,Sales,2020-10-11,0
245,Frank,37,1000000.0,Engineering,2018-01-17,0
246,Hannah,37,500000.0,Marketing,2015-04-13,0
247,Alice,37,80000.0,Finance,2020-02-20,1
248,Hannah,32,70000.0,Sales,2019-09-19,0
249,David,37,60000.0,Finance,2015-06-08,1
250,Alice,23,1000000.0,Finance,2022-02-21,1
251,Hannah,37,1000000.0,Marketing,2017-01-03,1
252,David,32,80000.0,Finance,2015-12-25,0
253,Frank,45,50000.0,HR,2020-07-21,0
254,Hannah,32,70000.0,Sales,2022-07-10,0
255,David,60,50000.0,Marketing,2017-02-03,0
256,Charlie,60,80000.0,Engineering,2021-12-12,0
257,Ian,23,60000.0,Marketing,2015-07-11,0
258,Charlie,23,50000.0,Engineering,2015-09-01,0
259,Ian,40,500000.0,Marketing,2017-07-22,1
260,Bob,32,50000.0,HR,2016-08-05,1
261,Bob,45,50000.0,Sales,,0
262,Bob,40,1000000.0,Finance,2017-01-02,0
263,Frank,40,80000.0,Marketing,2019-12-05,1
264,Charlie,25,1000000.0,Sales,2017-02-19,1
265,Ian,37,70000.0,Sales,2017-03-04,0
266,David,40,1000000.0,Sales,2017-09-29,0
267,Alice,40,70000.0,Sales,2022-08-12,1
268,David,23,80000.0,Sales,2015-04-01,0
269,Alice,45,80000.0,Finance,2022-02-28,0
270,Eve,40,50000.0,Finance,2021-09-01,0
271,David,60,50000.0,Marketing,2019-06-30,1
272,Hannah,45,80000.0,Engineering,2020-04-11,0
273,Hannah,37,500000.0,Marketing,2016-03-11,0
274,Grace,60,60000.0,Sales,2020-01-03,1
275,Charlie,23,60000.0,Engineering,2020-03-31,0
276,Alice,60,70000.0,Marketing,2015-02-16,1
277,Alice,25,80000.0,Engineering,2017-08-27,0
278,Charlie,25,50000.0,Finance,2021-06-12,0
279,Frank,37,1000000.0,Sales,2015-04-24,1
280,Grace,37,500000.0,Engineering,2017-12-17,0
281,Frank,60,60000.0,HR,2015-02-13,0
282,Frank,23,80000.0,Sales,2021-07-29,0
283,Frank,23,80000.0,Finance,2019-12-08,0
284,Charlie,32,50000.0,Finance,2017-11-01,0
285,Frank,40,500000.0,Marketing,2016-01-29,0
286,Hannah,40,80000.0,HR,2022-07-27,1
287,Bob,40,60000.0,Engineering,2019-05-09,0
288,Eve,45,80000.0,Marketing,2017-01-29,1
289,Alice,32,60000.0,Finance,2018-12-08,1
290,Alice,60,500000.0,Engineering,2020-04-18,1
291,Eve,40,80000.0,Finance,2019-03-06,1
292,Charlie,45,1000000.0,Finance,2019-07-30,0
293,David,45,1000000.0,HR,2015-08-18,0
294,Charlie,25,80000.0,Sales,2015-12-22,1
295,Alice,45,60000.0,Engineering,,1
296,Alice,37,50000.0,HR,2016-05-14,0
297,Eve,23,500000.0,Finance,2019-12-02,0
298,Frank,45,80000.0,Finance,2019-02-12,0
299,Charlie,37,50000.0,HR,2015-01-20,1
300,Ian,37,80000.0,Engineering,2015-08-03,1
301,Eve,25,1000000.0,Finance,2017-01-13,1
302,Hannah,60,70000.0,Engineering,2021-12-16,0
303,Alice,25,70000.0,HR,2020-12-05,0
304,Eve,45,80000.0,Finance,2022-02-21,0
305,Charlie,25,70000.0,Marketing,2019-07-13,0
306,Alice,25,500000.0,Marketing,2019-01-13,0
307,David,60,80000.0,Finance,2019-08-10,0
308,Eve,23,80000.0,Sales,2015-09-20,0
309,Grace,40,500000.0,Finance,2020-05-30,1
310,Alice,45,60000.0,Finance,2015-12-02,1
311,Charlie,60,80000.0,Finance,2016-06-05,1
312,Bob,45,80000.0,HR,2018-03-02,1
313,Ian,45,70000.0,Finance,2017-10-13,1
314,Jack,25,1000000.0,Finance,2021-03-01,1
315,Frank,23,500000.0,HR,2017-09-10,0
316,Jack,25,50000.0,Finance,2019-04-09,1
317,Charlie,37,60000.0,Marketing,2022-05-26,1
318,Hannah,32,80000.0,Marketing,2022-12-13,1
319,Hannah,32,1000000.0,Finance,2021-03-13,1
320,Bob,60,70000.0,HR,2015-08-22,0
321,Frank,32,1000000.0,Finance,2019-05-10,0
322,Grace,60,50000.0,Finance,2016-02-06,0
324,Jack,25,80000.0,Sales,2021-12-07,0
325,Bob,37,60000.0,HR,2016-01-25,0
326,Jack,37,80000.0,Sales,2015-06-22,1
327,Alice,32,70000.0,Engineering,2022-10-11,1
328,Hannah,23,500000.0,Sales,2016-05-21,0
329,Alice,40,500000.0,Finance,2020-12-31,0
330,Ian,60,80000.0,Marketing,2015-09-04,1
331,Frank,40,500000.0,HR,2022-02-01,0
332,Grace,32,50000.0,HR,2021-06-25,0
333,Jack,60,80000.0,Finance,2016-11-15,0
334,Grace,60,500000.0,Sales,2021-03-31,1
335,Jack,32,50000.0,HR,2016-07-15,1
336,Charlie,25,50000.0,Engineering,2021-12-20,1
337,Bob,23,50000.0,Engineering,2022-06-07,1
338,Ian,40,500000.0,Sales,2022-04-13,1
339,Hannah,37,50000.0,Engineering,2018-12-13,0
340,Jack,32,1000000.0,Marketing,2022-03-24,1
341,Grace,25,60000.0,Finance,2022-02-01,1
342,Ian,37,500000.0,HR,2015-03-03,0
343,David,40,50000.0,Finance,2017-12-30,0
344,David,32,60000.0,Sales,2020-04-02,0
345,Alice,60,1000000.0,Finance,2019-12-31,1
346,Hannah,23,80000.0,HR,2017-08-01,1
347,Charlie,32,60000.0,HR,2022-05-16,1
348,Grace,23,500000.0,Sales,2015-04-27,1
349,Bob,25,500000.0,HR,2022-01-01,0
350,Bob,25,80000.0,Engineering,2019-03-24,1
351,Grace,40,80000.0,Finance,2018-05-08,1
352,Frank,23,1000000.0,Marketing,2022-02-15,0
353,Charlie,32,1000000.0,Marketing,2017-09-15,0
354,Ian,25,500000.0,Marketing,2019-09-12,0
355,Jack,32,80000.0,Sales,2022-11-29,1
356,Frank,40,1000000.0,Marketing,2022-02-10,1
357,Jack,23,80000.0,Finance,2022-09-23,1
358,Jack,32,60000.0,HR,2021-07-12,0
359,Frank,37,80000.0,Engineering,2015-07-03,1
360,Alice,32,80000.0,Marketing,2018-12-24,1
361,David,45,60000.0,Marketing,2021-05-16,0
362,Jack,45,50000.0,Marketing,2022-10-21,1
363,Frank,60,60000.0,Engineering,2019-10-03,1
364,Frank,40,50000.0,Finance,2020-06-09,1
365,Eve,40,70000.0,Marketing,2018-08-16,0
366,Alice,40,60000.0,HR,2016-05-30,0
367,Hannah,37,60000.0,Sales,2020-07-30,1
368,Eve,23,80000.0,Engineering,2015-04-29,0
369,Eve,37,80000.0,Finance,2017-03-02,1
370,Grace,60,80000.0,HR,2022-11-26,1
371,David,32,50000.0,Engineering,2021-10-17,0
372,Frank,25,500000.0,Engineering,2020-07-03,1
373,David,23,80000.0,Sales,2018-11-26,0
374,Charlie,45,1000000.0,Sales,2016-10-29,0
375,Grace,45,80000.0,Finance,2018-12-07,1
376,Hannah,60,50000.0,Marketing,2021-07-04,0
377,David,45,50000.0,Sales,2015-04-13,1
378,Bob,60,50000.0,Finance,2017-05-20,1
379,Jack,32,70000.0,Engineering,,0
380,Charlie,32,50000.0,Marketing,2020-05-18,1
381,Alice,40,80000.0,HR,2020-04-10,0
382,Hannah,25,50000.0,Engineering,2017-12-04,0
383,Charlie,40,500000.0,Finance,2021-07-20,1
384,Jack,32,500000.0,HR,2021-09-23,0
385,Grace,37,50000.0,Engineering,2019-05-25,1
386,Jack,40,80000.0,Sales,2015-02-18,0
388,Jack,32,50000.0,HR,2017-05-01,0
389,Eve,32,80000.0,Sales,2018-11-26,0
390,Grace,37,80000.0,HR,2016-04-12,0
391,Ian,37,80000.0,Marketing,2019-04-03,1
392,Eve,37,70000.0,Marketing,2015-02-16,1
393,Alice,25,80000.0,Finance,2015-01-01,0
394,Jack,23,500000.0,HR,2015-06-10,1
395,Jack,32,500000.0,Marketing,2018-08-11,1
396,Alice,37,60000.0,Engineering,2016-09-15,0
397,Bob,25,60000.0,Engineering,2015-01-23,1
398,Frank,45,80000.0,Marketing,2018-07-17,1
399,Ian,23,80000.0,Marketing,2021-11-28,0
400,Hannah,60,50000.0,Finance,2020-06-27,0
401,Eve,60,80000.0,Finance,2022-09-13,0
402,Alice,45,80000.0,Engineering,2020-05-17,1
403,Grace,45,50000.0,Sales,2018-08-09,1
404,Eve,32,500000.0,HR,2019-05-31,0
405,Frank,25,70000.0,Sales,2016-05-13,1
406,Grace,25,1000000.0,Finance,2019-08-28,1
407,Charlie,45,50000.0,Sales,2016-05-01,1
408,Jack,23,500000.0,Finance,2016-01-14,0
409,Charlie,40,80000.0,Sales,2017-02-13,1
410,Eve,45,1000000.0,Engineering,2019-07-03,0
411,Frank,32,80000.0,Finance,,1
412,Ian,45,50000.0,Engineering,2016-11-22,1
413,Eve,23,1000000.0,Sales,2022-01-03,1
414,Alice,23,70000.0,Marketing,2015-01-14,1
415,David,45,500000.0,Marketing,2021-04-10,0
416,Eve,25,80000.0,HR,2020-01-21,0
417,Jack,45,500000.0,Marketing,2021-03-11,0
418,Jack,37,80000.0,HR,2020-09-27,0
419,Eve,37,80000.0,Sales,2018-01-09,1
420,Grace,40,500000.0,HR,2019-04-20,1
421,David,32,70000.0,HR,2017-05-27,1
423,Eve,60,70000.0,Engineering,2016-11-02,1
424,Grace,25,50000.0,HR,2017-05-19,0
425,Jack,32,60000.0,Finance,2015-08-05,0
427,Frank,37,70000.0,Engineering,2022-09-11,1
428,Eve,25,500000.0,Finance,2016-09-16,1
429,David,23,70000.0,Sales,2021-02-15,1
430,Bob,37,500000.0,Engineering,2020-08-11,0
431,David,40,80000.0,Sales,2019-05-18,1
432,Jack,25,500000.0,Marketing,2016-04-04,0
433,Jack,45,1000000.0,Sales,2016-09-23,0
434,Charlie,32,60000.0,Marketing,2017-01-26,0
435,Jack,40,80000.0,Marketing,2022-10-02,1
436,Alice,25,80000.0,Sales,2015-05-11,1
437,Hannah,37,80000.0,Marketing,2016-06-13,1
438,Eve,25,80000.0,Engineering,2018-06-08,1
439,David,45,1000000.0,Marketing,2020-01-08,0
440,Hannah,40,60000.0,HR,2015-08-20,0
441,Grace,25,80000.0,Engineering,2021-09-29,1
442,Bob,23,80000.0,Engineering,2018-02-21,1
443,Alice,40,80000.0,Engineering,2016-07-15,1
444,David,40,80000.0,HR,2015-06-26,0
445,Hannah,37,70000.0,HR,2017-12-31,1
446,Bob,60,50000.0,HR,2020-12-12,0
447,Charlie,32,80000.0,HR,2021-08-27,0
448,Alice,60,70000.0,HR,2021-02-10,1
449,Alice,23,60000.0,Finance,2015-03-25,1
450,Charlie,45,70000.0,Finance,2016-10-26,1
451,Eve,25,80000.0,HR,2022-07-20,1
452,Charlie,60,1000000.0,Engineering,,1
453,Alice,32,1000000.0,Marketing,2017-11-12,1
454,Alice,37,60000.0,Marketing,2017-09-10,1
455,Hannah,32,1000000.0,Finance,2017-06-24,1
456,Jack,40,60000.0,HR,2022-05-21,0
457,Bob,40,50000.0,Sales,2020-04-21,1
458,Charlie,45,50000.0,Marketing,2019-09-27,1
459,Bob,23,80000.0,Marketing,2018-01-25,1
460,Charlie,25,1000000.0,Engineering,2019-05-29,0
461,Grace,25,70000.0,Marketing,2016-06-22,0
462,Alice,37,80000.0,Finance,2021-01-19,1
463,Jack,45,50000.0,HR,2020-10-10,1
464,Hannah,25,80000.0,HR,2016-02-06,1
465,Jack,23,50000.0,Marketing,2015-09-20,0
466,Jack,40,70000.0,Sales,2015-07-18,1
467,Jack,45,80000.0,Finance,2018-05-22,1
468,Bob,32,1000000.0,Marketing,2022-09-26,0
469,Charlie,60,80000.0,Finance,2019-03-12,0
470,Ian,60,80000.0,Sales,2015-01-27,1
471,Grace,45,50000.0,Finance,2017-10-01,0
472,David,45,50000.0,Finance,2017-08-29,0
473,Jack,23,1000000.0,Finance,2018-05-03,1
474,Eve,23,500000.0,HR,2019-01-02,0
475,Bob,25,80000.0,Sales,2022-11-03,1
476,Hannah,60,1000000.0,HR,2021-06-28,1
477,David,37,80000.0,Engineering,2015-12-11,1
479,Eve,23,70000.0,HR,2019-06-22,0
480,Ian,25,60000.0,Finance,2018-05-10,0
481,David,25,60000.0,Engineering,2017-01-29,1
482,Jack,25,80000.0,Sales,2018-10-03,0
483,Eve,23,500000.0,Sales,2020-08-20,0
484,Ian,37,1000000.0,HR,2016-03-10,0
485,Hannah,25,1000000.0,Finance,2017-04-19,1
486,Charlie,23,70000.0,Finance,2021-01-04,0
487,Alice,32,80000.0,Sales,2020-04-01,0
488,Charlie,32,60000.0,Finance,2021-05-05,0
489,David,40,60000.0,Marketing,2022-07-25,1
490,Bob,32,1000000.0,HR,2015-08-24,0
491,Alice,45,1000000.0,HR,2016-10-04,0
492,Grace,40,80000.0,Finance,2017-06-29,1
493,Hannah,32,50000.0,Sales,2022-09-12,0
494,Grace,45,80000.0,Marketing,2021-04-18,0
495,Eve,32,80000.0,Marketing,2022-02-28,1
496,Alice,23,80000.0,Marketing,2017-06-10,0
497,Grace,60,80000.0,Engineering,2017-01-30,1
498,Grace,45,50000.0,Finance,2018-05-10,1
499,Ian,25,70000.0,Marketing,2021-04-15,0
500,Charlie,23,500000.0,Finance,2017-03-24,0
501,Ian,60,60000.0,Sales,2021-08-17,1
502,Alice,45,1000000.0,Sales,2015-06-25,1
503,Alice,23,70000.0,Sales,2018-06-02,0
504,David,25,1000000.0,Engineering,2017-05-14,0
505,Ian,45,50000.0,Sales,2019-08-14,0
506,Frank,45,80000.0,Finance,2021-10-22,1
507,Charlie,60,80000.0,HR,2018-08-27,0
508,Alice,23,50000.0,HR,2020-10-02,1
509,David,32,70000.0,Finance,2021-06-26,1
510,Ian,45,70000.0,HR,2018-05-27,0
511,Charlie,32,500000.0,Marketing,2022-11-06,1
512,Ian,45,1000000.0,HR,2017-07-16,1
513,Grace,37,50000.0,Engineering,2019-02-01,0
514,David,40,60000.0,Sales,2022-08-27,1
515,Charlie,32,70000.0,HR,2016-02-08,1
516,Jack,32,60000.0,HR,2015-12-13,1
517,Eve,60,80000.0,Engineering,2022-06-16,0
518,Eve,25,1000000.0,Engineering,,1
519,Charlie,37,80000.0,HR,2022-10-18,0
520,Ian,25,50000.0,Marketing,2021-08-03,1
521,David,37,50000.0,HR,2017-12-16,1
522,Eve,37,60000.0,Marketing,2018-01-15,0
523,David,23,80000.0,Sales,2021-08-22,1
524,Eve,23,70000.0,Finance,2017-07-19,0
525,Grace,23,70000.0,Sales,2020-10-27,0
526,Ian,45,50000.0,HR,2018-10-18,1
527,Grace,60,1000000.0,HR,2017-08-27,0
528,Eve,25,1000000.0,Marketing,2015-11-04,0
529,Jack,40,80000.0,Engineering,2020-04-18,1
530,Jack,37,80000.0,Marketing,2017-09-03,0
531,Grace,37,80000.0,Engineering,2016-11-21,1
532,Jack,60,70000.0,Engineering,2021-03-20,1
533,Eve,32,70000.0,Engineering,2022-05-27,1
534,Charlie,45,1000000.0,Engineering,2015-06-13,1
535,Grace,40,80000.0,HR,2018-08-11,0
536,Bob,23,80000.0,Finance,2016-10-12,1
537,Ian,37,60000.0,Finance,2020-07-02,0
538,Jack,32,80000.0,Sales,2021-06-17,1
